Term,LoanStatus,BorrowerAPR,ProsperScore,ListingCategory,EmploymentStatus,IsBorrowerHomeowner,IncomeRange,StatedMonthlyIncome,LoanOriginalAmount,MonthlyLoanPayment,Investors
36,Irrecoverable,0.25259,7,Debt Consolidation,Employed,False,"$25,000-49,999",3591.666667,4500,170.65,59
36,Completed,0.08341,10,Business,Retired,True,"$25,000-49,999",3727.5,7500,235.02,182
36,Completed,0.32576,1,Other,Employed,False,"$50,000-74,999",6200.0,4500,188.55,82
12,Completed,0.05436,10,Business,Employed,False,"$100,000+",10000.0,1000,85.38,51
36,Completed,0.202,8,Home Improvement,Employed,False,"$75,000-99,999",6833.333333,4000,144.59,65
36,Completed,0.07439,10,Auto & Other Vehicles,Full-time,False,"$1-24,999",1967.333333,1000,30.92,41
36,Irrecoverable,0.2974,7,Debt Consolidation,Retired,True,"$25,000-49,999",2999.0,6000,246.24,225
36,Completed,0.34621,5,Debt Consolidation,Employed,False,"$50,000-74,999",4333.333333,7500,322.47,4
60,Completed,0.26528,7,Debt Consolidation,Employed,False,"$1-24,999",1250.0,5346,153.73,55
12,Completed,0.12458,8,Debt Consolidation,Employed,False,"$100,000+",11666.666667,10000,873.26,179
60,Completed,0.32958,6,Debt Consolidation,Employed,True,"$50,000-74,999",4583.333333,10000,326.55,113
60,Irrecoverable,0.28704,4,Debt Consolidation,Employed,False,"$25,000-49,999",2500.0,15000,450.0,244
36,Completed,0.27467,4,Debt Consolidation,Full-time,True,"$75,000-99,999",6250.0,7000,274.59,32
36,Completed,0.35797,3,Debt Consolidation,Employed,True,"$50,000-74,999",5416.666667,4000,173.71,30
60,Completed,0.15366,9,Debt Consolidation,Employed,True,"$100,000+",11333.333333,10000,232.63,97
36,Completed,0.17069,8,Debt Consolidation,Employed,True,"$50,000-74,999",5049.083333,5500,190.39,122
36,Completed,0.18725,6,Household Expenses,Employed,False,"$75,000-99,999",7250.0,15000,520.64,132
36,Irrecoverable,0.34577,5,Business,Other,False,"$25,000-49,999",2500.0,2000,85.54,5
12,Completed,0.28525,6,Debt Consolidation,Employed,False,"$25,000-49,999",2166.666667,4000,371.76,80
36,Completed,0.09333,9,Debt Consolidation,Employed,True,"$50,000-74,999",5666.666667,7500,238.46,89
36,Completed,0.3659,6,Other,Full-time,False,"$25,000-49,999",3466.666667,3500,156.65,159
36,Irrecoverable,0.35244,2,Debt Consolidation,Full-time,True,"$25,000-49,999",2833.333333,2000,86.67,28
36,Completed,0.31032,2,Debt Consolidation,Employed,False,"$25,000-49,999",3500.0,4000,163.56,74
36,Completed,0.29588,7,Debt Consolidation,Full-time,True,"$100,000+",10033.166667,7500,307.2,275
12,Completed,0.06589,10,Business,Employed,True,"$100,000+",9166.666667,5000,429.53,57
36,Completed,0.35643,3,Other,Self-employed,False,"$25,000-49,999",2083.333333,4000,174.2,22
12,Completed,0.18829,8,Home Improvement,Employed,False,"$75,000-99,999",7916.666667,3360,300.09,49
36,Irrecoverable,0.35797,5,Other,Employed,True,"$25,000-49,999",2398.75,2000,86.85,2
36,Irrecoverable,0.35132,4,Other,Employed,True,"$25,000-49,999",3833.333333,6000,259.63,22
36,Completed,0.14358,8,Business,Employed,True,"$75,000-99,999",7083.333333,25000,824.88,281
12,Completed,0.05927,10,Other,Full-time,True,"$25,000-49,999",3250.0,3500,299.61,6
36,Irrecoverable,0.12528,9,Medical/Dental,Employed,True,"$75,000-99,999",7583.333333,4000,128.58,48
36,Completed,0.11296,10,Other,Full-time,False,"$50,000-74,999",5000.0,4000,127.57,145
36,Irrecoverable,0.35643,5,Debt Consolidation,Other,False,"$1-24,999",1500.0,3000,130.65,58
60,Irrecoverable,0.33709,2,Debt Consolidation,Employed,True,"$25,000-49,999",3166.666667,4000,131.81,41
36,Completed,0.36438,6,Debt Consolidation,Full-time,False,"$50,000-74,999",4666.666667,3350,149.65,59
12,Completed,0.11066,8,Business,Self-employed,False,"$25,000-49,999",2916.666667,2500,216.72,60
36,Irrecoverable,0.35132,4,Other,Other,False,"$1-24,999",91.666667,4000,173.09,41
36,Completed,0.15479,8,Debt Consolidation,Full-time,True,"$25,000-49,999",3000.0,2300,77.86,130
36,Completed,0.11296,9,Debt Consolidation,Full-time,False,"$25,000-49,999",3000.0,6000,188.88,182
36,Irrecoverable,0.19546,8,Debt Consolidation,Full-time,True,"$25,000-49,999",3000.0,2500,88.68,48
36,Completed,0.2021,9,Debt Consolidation,Full-time,False,"$75,000-99,999",7916.666667,2500,90.38,162
36,Completed,0.34887,4,Other,Full-time,True,"$75,000-99,999",6329.5,4000,172.56,64
36,Irrecoverable,0.35797,3,Other,Employed,False,"$25,000-49,999",2333.333333,4000,173.71,72
36,Completed,0.35797,2,Business,Employed,True,"$25,000-49,999",3583.333333,4000,173.71,2
60,Completed,0.32989,6,Debt Consolidation,Employed,True,"$25,000-49,999",2833.333333,10000,325.19,121
36,Irrecoverable,0.2325,6,Debt Consolidation,Full-time,True,"$75,000-99,999",7166.666667,25000,941.88,821
36,Completed,0.11499,9,Business,Full-time,True,"$75,000-99,999",6291.666667,4900,156.73,226
36,Completed,0.2951,7,Debt Consolidation,Employed,True,"$75,000-99,999",6250.0,2300,92.66,42
36,Completed,0.35643,4,Auto & Other Vehicles,Employed,True,"$50,000-74,999",4284.0,4000,174.2,52
36,Completed,0.18725,7,Debt Consolidation,Employed,False,"$50,000-74,999",4333.333333,12500,433.87,1
36,Irrecoverable,0.24758,6,Debt Consolidation,Employed,False,"$25,000-49,999",2600.0,11000,414.37,170
36,Completed,0.33553,6,Debt Consolidation,Employed,True,"$25,000-49,999",3416.666667,4000,168.89,33
36,Irrecoverable,0.29486,7,Debt Consolidation,Other,False,"$1-24,999",565.5,7500,300.62,3
36,Completed,0.25486,4,Debt Consolidation,Full-time,True,"$25,000-49,999",3250.0,2700,103.18,47
36,Irrecoverable,0.35643,4,Debt Consolidation,Employed,False,"$1-24,999",2000.0,6000,261.29,8
36,Irrecoverable,0.2951,5,Debt Consolidation,Employed,True,"$50,000-74,999",4666.666667,5000,201.43,60
12,Completed,0.17969,8,Home Improvement,Employed,True,"$100,000+",11666.666667,9300,824.88,74
36,Completed,0.06888,10,Debt Consolidation,Employed,True,"$100,000+",10416.666667,14802,453.99,261
36,Irrecoverable,0.35797,3,Other,Employed,True,"$50,000-74,999",5062.5,3500,151.99,61
36,Completed,0.31053,8,Business,Employed,False,"$50,000-74,999",5416.666667,3000,123.28,88
36,Completed,0.22362,6,Debt Consolidation,Full-time,True,"$50,000-74,999",4333.333333,4500,164.93,33
12,Completed,0.06589,10,Other,Employed,False,"$25,000-49,999",3833.333333,3500,300.67,73
60,Completed,0.21566,5,Debt Consolidation,Employed,True,"$50,000-74,999",4583.333333,15000,390.26,1
36,Completed,0.35132,5,Debt Consolidation,Not employed,True,$0,0.0,7500,324.54,52
36,Completed,0.19364,6,Business,Self-employed,True,"$50,000-74,999",5416.666667,9000,329.9,207
36,Completed,0.08331,10,Business,Employed,True,"$50,000-74,999",4875.0,6500,203.66,92
36,Completed,0.13545,8,Debt Consolidation,Full-time,False,"$50,000-74,999",4825.583333,3000,97.85,55
36,Irrecoverable,0.35797,3,Business,Employed,True,"$75,000-99,999",7452.833333,4000,173.71,6
60,Completed,0.23872,4,Debt Consolidation,Employed,False,"$25,000-49,999",3166.666667,4000,109.09,1
36,Completed,0.16147,8,Other,Employed,True,"$50,000-74,999",4166.666667,10000,341.73,196
36,Irrecoverable,0.33097,5,Business,Employed,True,"$50,000-74,999",4583.333333,7500,316.34,120
60,Irrecoverable,0.30697,7,Business,Employed,True,"$100,000+",8333.333333,15000,467.4,34
36,Irrecoverable,0.28574,7,Auto & Other Vehicles,Self-employed,False,"$1-24,999",1750.0,2000,80.85,67
36,Irrecoverable,0.17069,8,Business,Employed,True,"$75,000-99,999",7333.333333,4500,155.77,100
36,Completed,0.17359,8,Home Improvement,Employed,False,"$50,000-74,999",4500.0,4500,154.87,87
36,Completed,0.23383,7,Debt Consolidation,Full-time,False,"$50,000-74,999",4270.833333,5000,185.79,157
36,Completed,0.34887,1,Other,Employed,True,"$25,000-49,999",2908.333333,2000,86.28,35
36,Completed,0.35643,4,Business,Employed,False,"$75,000-99,999",6666.666667,4000,174.2,68
36,Completed,0.25486,4,Debt Consolidation,Full-time,True,"$50,000-74,999",5500.0,2000,76.43,11
12,Completed,0.19843,7,Auto & Other Vehicles,Employed,False,"$50,000-74,999",5416.666667,2785,250.04,38
36,Completed,0.35797,5,Home Improvement,Other,True,"$100,000+",10500.0,4000,173.71,23
36,Completed,0.37453,4,Debt Consolidation,Full-time,False,"$25,000-49,999",3333.333333,4500,203.56,63
60,Completed,0.3268,6,Debt Consolidation,Employed,False,"$50,000-74,999",4166.666667,5000,161.67,51
36,Irrecoverable,0.28974,6,Business,Employed,False,"$25,000-49,999",2600.0,10000,398.18,161
36,Completed,0.35797,4,Debt Consolidation,Employed,False,"$25,000-49,999",2916.666667,4000,173.71,26
36,Completed,0.11296,10,Debt Consolidation,Full-time,False,"$25,000-49,999",3500.0,2000,63.79,52
36,Irrecoverable,0.35797,5,Home Improvement,Employed,True,"$75,000-99,999",6250.0,4000,173.71,47
36,Completed,0.33973,3,Other,Employed,False,"$75,000-99,999",7083.333333,4000,169.78,54
36,Irrecoverable,0.2951,7,Other,Employed,True,"$75,000-99,999",6916.666667,4000,161.14,66
36,Irrecoverable,0.35797,4,Home Improvement,Employed,True,"$100,000+",8333.333333,4000,173.71,6
36,Irrecoverable,0.35643,4,Debt Consolidation,Self-employed,True,"$25,000-49,999",3333.333333,5000,217.74,18
60,Completed,0.27462,7,Home Improvement,Employed,False,"$50,000-74,999",4250.0,10000,292.87,170
36,Completed,0.17359,8,Debt Consolidation,Employed,False,"$50,000-74,999",4740.166667,7500,258.12,126
36,Completed,0.35797,4,Home Improvement,Employed,False,"$25,000-49,999",3583.333333,4000,173.71,30
60,Completed,0.19907,8,Debt Consolidation,Employed,False,"$75,000-99,999",7375.0,15000,377.0,178
36,Completed,0.12511,10,Debt Consolidation,Employed,False,"$50,000-74,999",5416.666667,7000,227.19,130
36,Completed,0.35797,3,Household Expenses,Employed,True,"$100,000+",10000.0,4000,173.71,12
36,Completed,0.19921,9,Home Improvement,Employed,False,"$50,000-74,999",5000.0,10500,370.5,16
36,Irrecoverable,0.34631,5,Business,Employed,True,"$100,000+",9166.666667,2500,107.5,63
36,Irrecoverable,0.24822,6,Business,Employed,True,"$75,000-99,999",7000.0,15000,568.21,154
60,Completed,0.27246,7,Debt Consolidation,Employed,True,"$25,000-49,999",3500.0,4500,131.24,85
60,Irrecoverable,0.31848,2,Household Expenses,Employed,False,"$25,000-49,999",3333.333333,2000,63.68,9
12,Completed,0.17493,8,Debt Consolidation,Employed,False,"$50,000-74,999",5000.0,4000,354.96,71
36,Completed,0.28488,6,Other,Employed,False,"$25,000-49,999",2666.666667,2000,79.51,24
12,Completed,0.11731,7,Debt Consolidation,Employed,True,"$25,000-49,999",2750.0,5000,434.97,79
60,Irrecoverable,0.28848,3,Debt Consolidation,Full-time,False,"$25,000-49,999",3750.0,4500,135.37,19
36,Completed,0.14584,10,Other,Full-time,True,"$75,000-99,999",6291.666667,1000,32.74,47
36,Irrecoverable,0.35858,5,Business,Employed,False,"$25,000-49,999",2166.666667,7500,327.49,161
36,Completed,0.17151,6,Business,Employed,True,"$100,000+",8333.333333,25000,848.99,1
36,Completed,0.09643,9,Debt Consolidation,Full-time,True,"$25,000-49,999",3674.666667,9000,287.46,344
36,Completed,0.35797,6,Other,Employed,True,"$75,000-99,999",6500.0,3500,151.99,42
36,Completed,0.18173,9,Debt Consolidation,Full-time,True,"$25,000-49,999",2264.25,2000,70.3,149
36,Irrecoverable,0.29588,6,Business,Self-employed,True,"$50,000-74,999",4583.333333,5800,237.56,186
36,Completed,0.13271,9,Other,Employed,True,"$50,000-74,999",5845.0,15000,492.15,389
36,Irrecoverable,0.35797,4,Auto & Other Vehicles,Employed,False,"$1-24,999",1083.333333,2500,108.57,38
60,Completed,0.3194,5,Debt Consolidation,Employed,False,"$50,000-74,999",4583.333333,4000,127.58,4
36,Completed,0.29107,7,Business,Employed,False,"$100,000+",9166.666667,2000,79.77,42
60,Completed,0.27246,7,Debt Consolidation,Full-time,False,"$25,000-49,999",2750.0,10000,291.64,124
60,Irrecoverable,0.3304,2,Medical/Dental,Employed,False,"$25,000-49,999",2400.0,3500,113.93,59
36,Completed,0.32576,1,Home Improvement,Employed,True,"$25,000-49,999",3333.666667,2000,83.8,24
36,Irrecoverable,0.35643,4,Home Improvement,Employed,True,"$50,000-74,999",5833.333333,7500,326.62,26
12,Completed,0.13706,8,Other,Employed,True,"$75,000-99,999",6666.666667,4000,344.43,29
36,Completed,0.124,8,Auto & Other Vehicles,Employed,True,"$50,000-74,999",5739.833333,6000,194.42,114
36,Completed,0.38723,4,Home Improvement,Full-time,False,"$25,000-49,999",2583.333333,6000,271.42,94
36,Irrecoverable,0.2878,2,Debt Consolidation,Employed,False,"$75,000-99,999",8250.0,9000,357.46,157
36,Completed,0.37453,8,Debt Consolidation,Full-time,False,"$50,000-74,999",4166.666667,3000,135.71,35
36,Completed,0.34631,6,Debt Consolidation,Full-time,True,"$1-24,999",2000.0,7500,107.64,63
36,Irrecoverable,0.17221,8,Debt Consolidation,Full-time,True,"$50,000-74,999",4790.916667,12000,398.86,372
36,Completed,0.16056,8,Home Improvement,Employed,True,"$75,000-99,999",7500.0,18500,631.39,93
36,Completed,0.09643,9,Business,Full-time,True,"$100,000+",13750.0,9000,287.46,306
36,Completed,0.2952,7,Business,Employed,False,"$50,000-74,999",5166.666667,7500,302.18,136
36,Irrecoverable,0.34887,1,Debt Consolidation,Employed,False,"$25,000-49,999",2800.0,4000,172.56,54
36,Completed,0.31053,8,Debt Consolidation,Full-time,True,"$75,000-99,999",6873.166667,5500,226.02,134
36,Irrecoverable,0.37453,5,Business,Full-time,False,"$75,000-99,999",6250.0,4500,203.56,36
36,Completed,0.202,8,Debt Consolidation,Employed,False,"$75,000-99,999",7558.333333,5000,180.74,59
36,Irrecoverable,0.2951,6,Other,Employed,False,"$25,000-49,999",3225.666667,2500,100.71,31
36,Completed,0.11296,9,Debt Consolidation,Self-employed,False,"$50,000-74,999",5416.666667,4000,127.57,125
60,Irrecoverable,0.27462,7,Debt Consolidation,Other,True,"$25,000-49,999",3333.333333,5000,146.43,97
60,Completed,0.30697,7,Debt Consolidation,Employed,False,"$50,000-74,999",4166.666667,13000,405.08,130
36,Completed,0.17069,8,Business,Employed,True,"$75,000-99,999",6250.0,7000,242.31,141
60,Completed,0.20679,6,Debt Consolidation,Employed,False,"$1-24,999",1666.666667,4000,102.12,40
36,Completed,0.15144,10,Debt Consolidation,Full-time,True,"$75,000-99,999",8154.0,1750,58.96,128
36,Irrecoverable,0.35088,6,Debt Consolidation,Full-time,False,"$75,000-99,999",6458.333333,7500,329.45,81
36,Completed,0.10082,10,Auto & Other Vehicles,Full-time,False,"$50,000-74,999",4166.666667,2000,62.67,82
36,Irrecoverable,0.35643,5,Debt Consolidation,Employed,False,"$100,000+",10416.666667,7500,326.62,23
36,Irrecoverable,0.20463,10,Other,Full-time,False,"$75,000-99,999",7750.0,2000,72.56,141
60,Completed,0.17849,9,Other,Employed,False,"$50,000-74,999",4166.666667,13000,312.76,79
36,Completed,0.22362,6,Debt Consolidation,Employed,False,"$50,000-74,999",4291.666667,5000,183.25,113
36,Completed,0.31053,6,Business,Employed,True,"$50,000-74,999",4166.666667,5000,205.47,79
36,Completed,0.23939,2,Debt Consolidation,Employed,True,"$100,000+",16250.0,3500,130.41,60
36,Completed,0.28974,6,Other,Employed,True,"$25,000-49,999",3333.333333,2500,99.55,27
36,Irrecoverable,0.29107,3,Debt Consolidation,Employed,True,"$25,000-49,999",3750.0,8000,319.09,67
36,Completed,0.26931,8,Debt Consolidation,Full-time,False,"$50,000-74,999",5715.416667,3180,125.81,66
36,Completed,0.31566,7,Debt Consolidation,Part-time,True,"$50,000-74,999",4750.0,3500,147.05,52
60,Irrecoverable,0.24252,6,Debt Consolidation,Full-time,True,"$100,000+",9833.333333,10000,276.13,206
36,Irrecoverable,0.31053,6,Debt Consolidation,Employed,True,"$50,000-74,999",4166.666667,4000,164.38,101
36,Completed,0.34195,8,Other,Full-time,False,"$25,000-49,999",2166.666667,2000,86.88,76
36,Completed,0.06888,10,Other,Employed,True,"$100,000+",9583.333333,7500,230.04,158
36,Completed,0.35797,4,Household Expenses,Employed,True,"$50,000-74,999",5629.166667,4000,173.71,42
36,Completed,0.3509,4,Business,Self-employed,False,"$1-24,999",1000.0,5500,236.75,24
12,Completed,0.35843,5,Other,Employed,True,"$100,000+",12500.0,3000,284.54,17
36,Completed,0.15134,8,Debt Consolidation,Full-time,True,"$75,000-99,999",6666.666667,3000,101.07,58
36,Completed,0.2951,5,Other,Employed,False,"$25,000-49,999",3166.666667,6000,241.71,111
36,Completed,0.14537,9,Debt Consolidation,Full-time,True,"$100,000+",11666.666667,18000,601.3,652
60,Completed,0.27322,5,Home Improvement,Employed,True,"$75,000-99,999",7666.666667,12500,366.82,143
36,Completed,0.35643,4,Debt Consolidation,Employed,True,"$1-24,999",1490.0,4000,174.2,42
36,Completed,0.38058,5,Other,Retired,False,"$1-24,999",2058.5,3000,134.61,77
36,Irrecoverable,0.35643,5,Other,Employed,False,"$1-24,999",1666.666667,4000,174.2,67
36,Irrecoverable,0.35797,3,Other,Employed,True,"$50,000-74,999",5416.666667,4000,173.71,61
36,Completed,0.35423,4,Other,Retired,True,"$1-24,999",2041.666667,1750,77.19,38
36,Completed,0.06888,10,Debt Consolidation,Employed,True,"$100,000+",8333.333333,7000,214.7,138
36,Completed,0.09844,9,Home Improvement,Retired,True,"$25,000-49,999",3000.0,6000,192.2,205
60,Completed,0.23277,5,Auto & Other Vehicles,Employed,True,"$50,000-74,999",4416.666667,2500,67.37,56
36,Completed,0.20053,6,Other,Employed,False,"$50,000-74,999",4733.333333,6500,229.77,2
36,Completed,0.10436,9,Debt Consolidation,Full-time,True,"$100,000+",8666.666667,5000,157.49,160
36,Irrecoverable,0.39153,5,Home Improvement,Full-time,False,"$50,000-74,999",4750.0,1500,67.85,44
36,Irrecoverable,0.34887,5,Business,Full-time,True,"$100,000+",9166.666667,4000,172.56,33
36,Completed,0.16056,8,Other,Employed,False,"$25,000-49,999",2946.666667,3500,119.45,76
36,Completed,0.08241,10,Debt Consolidation,Full-time,False,"$50,000-74,999",5833.333333,2500,78.23,61
36,Completed,0.3094,6,Debt Consolidation,Retired,False,"$25,000-49,999",2500.0,4000,164.14,82
12,Completed,0.13204,8,Debt Consolidation,Employed,False,"$25,000-49,999",2666.666667,4000,350.68,78
36,Completed,0.17359,8,Debt Consolidation,Employed,False,"$25,000-49,999",2500.0,3000,103.25,52
36,Completed,0.08829,10,Other,Employed,True,"$100,000+",14583.333333,5000,155.51,112
36,Completed,0.29265,8,Other,Full-time,False,"$50,000-74,999",4916.666667,3000,120.47,14
36,Completed,0.35797,4,Debt Consolidation,Employed,False,"$100,000+",9183.583333,3500,151.99,73
36,Completed,0.35643,2,Debt Consolidation,Employed,False,"$50,000-74,999",4166.666667,3000,130.65,2
36,Completed,0.32576,1,Debt Consolidation,Self-employed,False,"$1-24,999",1833.333333,7500,314.25,47
12,Completed,0.31725,3,Business,Employed,True,"$50,000-74,999",5000.0,4000,377.81,68
36,Completed,0.06888,10,Home Improvement,Employed,True,"$100,000+",16666.666667,25000,766.79,566
12,Completed,0.16507,9,Debt Consolidation,Employed,False,"$75,000-99,999",8000.0,7500,661.81,93
36,Completed,0.34621,1,Debt Consolidation,Employed,True,"$75,000-99,999",6666.666667,7500,322.47,29
12,Completed,0.06589,10,Debt Consolidation,Employed,True,"$75,000-99,999",7133.5,2000,171.81,48
36,Completed,0.2951,5,Other,Employed,True,"$50,000-74,999",5833.333333,6000,241.71,8
36,Completed,0.22742,4,Auto & Other Vehicles,Full-time,True,"$25,000-49,999",3750.0,7000,256.66,148
36,Completed,0.33383,8,Other,Full-time,True,"$50,000-74,999",4333.333333,4000,171.98,87
36,Irrecoverable,0.35643,5,Other,Employed,False,"$1-24,999",1010.5,7500,326.62,91
12,Irrecoverable,0.34105,5,Business,Not employed,False,$0,0.0,4500,427.68,69
36,Completed,0.35797,5,Debt Consolidation,Employed,False,"$75,000-99,999",6250.0,4000,173.71,28
36,Completed,0.14121,8,Debt Consolidation,Full-time,False,"$25,000-49,999",2666.666667,6000,199.26,66
